"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE994231797696";"WEA Hohenroda 2";"In Betrieb";"Wind";"1800";"1800";"1/11/2002";"8/30/2019";"Sachsen";"04509";"Delitzsch";"";"";"Selben";"Flur5: 118";"14730070";"51,50379";"12,40225";"";"";"WP Hohenroda";"65";"70";"ENERCON GmbH";"E-66/18.70";"";"";"Horizontalläufer";"Windkraft an Land";"7/5/2021";"";"";"envia THERM GmbH";"ABR987228640990";"Volleinspeisung";"SGE961808598116";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL956264485032";"EEG941518978149";"E41081010000000000000000000013611";"1/11/2002";"1800";"";"";"";"";""
"SEE974852218879";"WEA Heynitz 1";"In Betrieb";"Wind";"1000";"1000";"2/25/2000";"9/2/2019";"Sachsen";"01683";"Nossen";"";"";"Wuhsen";"Flur _: 27";"14627100";"51,09685";"13,368425";"";"";"WP Heynitz I";"70";"60";"NEG Micon Deutschland GmbH";"NM 1000/60";"";"";"Horizontalläufer";"Windkraft an Land";"7/5/2021";"";"";"envia THERM GmbH";"ABR987228640990";"Volleinspeisung";"SGE975657148248";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL991588581619";"EEG994059326214";"E41874010000000000114000267100001";"2/25/2000";"1000";"";"";"";"";""
"SEE968319300900";"WEA Heynitz 2";"In Betrieb";"Wind";"1000";"1000";"2/25/2000";"9/2/2019";"Sachsen";"01683";"Nossen";"";"";"Wendischbora";"Flur-:163";"14627100";"51,09389";"13,36472";"";"";"WP Heynitz I";"70";"60";"NEG Micon Deutschland GmbH";"NM 1000/60";"";"";"Horizontalläufer";"Windkraft an Land";"7/5/2021";"";"";"envia THERM GmbH";"ABR987228640990";"Volleinspeisung";"SGE975657148248";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL991588581619";"EEG908762905734";"E41874010000000000314100046500001";"2/25/2000";"1000";"";"";"";"";""
"SEE988431129043";"WEA Heynitz 3";"In Betrieb";"Wind";"1000";"1000";"2/25/2000";"9/2/2019";"Sachsen";"01683";"Nossen";"";"";"Wendischbora";"Flur-:389";"14627100";"51,073857";"13,354314";"";"";"WP Heynitz I";"70";"60";"NEG Micon Deutschland GmbH";"NM 1000/60";"";"";"Horizontalläufer";"Windkraft an Land";"7/5/2021";"";"";"envia THERM GmbH";"ABR987228640990";"Volleinspeisung";"SGE955122918903";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL991588581619";"EEG913560956567";"E41874010000000000314100046600001";"2/25/2000";"1000";"";"";"";"";""
"SEE929744985322";"WEA Heynitz 5";"In Betrieb";"Wind";"1000";"1000";"2/25/2000";"9/2/2019";"Sachsen";"01683";"Nossen";"";"";"Wendischbora";"Flur-:400";"14627100";"51,07499";"13,35998";"";"";"WP Heynitz I";"70";"60";"NEG Micon Deutschland GmbH";"NM 1000/60";"";"";"Horizontalläufer";"Windkraft an Land";"7/5/2021";"";"";"envia THERM GmbH";"ABR987228640990";"Volleinspeisung";"SGE955122918903";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL991588581619";"EEG988020744923";"E41874010000000000314100046800001";"2/25/2000";"1000";"";"";"";"";""
"SEE920784988960";"WEA Heynitz 6";"In Betrieb";"Wind";"1000";"1000";"2/25/2000";"9/2/2019";"Sachsen";"01683";"Nossen";"";"";"Wendischbora";"Flur-: 400";"14627100";"51,07193";"13,36078";"";"";"WP Heynitz I";"70";"60";"NEG Micon Deutschland GmbH";"NM 1000/60";"";"";"Horizontalläufer";"Windkraft an Land";"7/5/2021";"";"";"envia THERM GmbH";"ABR987228640990";"Volleinspeisung";"SGE955122918903";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL991588581619";"EEG962418126881";"E41874010000000000314100046900001";"2/25/2000";"1000";"";"";"";"";""
"SEE959425953494";"WEA Heynitz GE";"In Betrieb";"Wind";"2750";"2750";"12/16/2016";"9/2/2019";"Sachsen";"01683";"Nossen";"";"";"Wendischbora";"Flur-: 389, 390";"14627100";"51,07056";"13,355504";"";"";"WP Heynitz II";"139";"120";"General Electric Deutschland Holding GmbH";"GE 2,75-120";"";"";"Horizontalläufer";"Windkraft an Land";"7/5/2021";"";"";"envia THERM GmbH";"ABR987228640990";"Volleinspeisung";"SGE988575475471";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL991588581619";"EEG966659802757";"E41874010000000000350000029100001";"12/16/2016";"2750";"";"";"";"";""
"SEE969136673413";"WP RD WEA4";"In Betrieb";"Wind";"1800";"1800";"3/14/2003";"9/4/2019";"Sachsen";"04565";"Regis-Breitingen";"Windpark";"952";"";"";"14729360";"51,099859";"12,35796";"";"";"Ramsdorf";"98";"66";"ENERCON GmbH";"";"";"";"Horizontalläufer";"Windkraft an Land";"5/26/2023";"";"";"BadenWind Projekte GmbH & Co. KG";"ABR983223900350";"Volleinspeisung";"SGE968656288640";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL919169082911";"EEG941034301247";"E41081010000000000000000000007987";"3/14/2003";"1800";"";"";"";"";""
"SEE988259493432";"E115";"In Betrieb";"Wind";"3000";"3000";"9/2/2019";"9/5/2019";"Sachsen";"09429";"Hilmersdorf";"";"";"Hilmersdorf";"399/8";"14521495";"50,664568";"13,115613";"";"";"Windpark Hilmersdorf";"135,4";"115";"ENERCON GmbH";"E-115";"";"";"Horizontalläufer";"Windkraft an Land";"3/15/2022";"";"";"Reiner Zoller";"ABR958039659839";"Volleinspeisung";"SGE942284893049";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL915296457301";"EEG954401002289";"E41081010000000000000000000231854";"9/2/2019";"3000";"WIN18-3/004,";"";"";"";""
"SEE995993588416";"AN-01-545";"In Betrieb";"Wind";"1300";"1300";"11/14/2001";"9/11/2019";"Sachsen";"04886";"Beilrode";"Mühlenstraße";"901 w";"";"";"14730030";"51,651358";"13,010564";"";"";"Grosstreben";"60";"62";"Siemens Wind Power GmbH & Co. KG";"AN1300";"";"";"Horizontalläufer";"Windkraft an Land";"5/26/2023";"";"";"FWE Windpark 3 Standorte K/S";"ABR973000794722";"Volleinspeisung";"SGE915374920079";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL926471941959";"EEG979156165263";"E41081010000000000000000000007525";"11/14/2001";"1300";"";"";"";"";""
"SEE994636228450";"AN-02-547";"In Betrieb";"Wind";"1300";"1300";"11/8/2001";"9/11/2019";"Sachsen";"04886";"Beilrode";"Mühlenstraße";"900 W";"";"";"14730030";"51,65025";"13,006681";"";"";"Grosstreben";"60";"62";"Siemens Wind Power GmbH & Co. KG";"AN1300";"";"";"Horizontalläufer";"Windkraft an Land";"2/17/2023";"";"";"FWE Windpark 3 Standorte K/S";"ABR973000794722";"Volleinspeisung";"SGE915374920079";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL926471941959";"EEG957122945859";"E41081010000000000000000000007526";"11/8/2001";"1300";"";"";"";"";""
"SEE962376764248";"AN-03-550";"In Betrieb";"Wind";"1300";"1300";"11/12/2001";"9/11/2019";"Sachsen";"04886";"Beilrode";"Mühlenstraße";"901 W";"";"";"14730030";"51,64914";"13,003073";"";"";"Grosstreben";"60";"62";"Siemens Wind Power GmbH & Co. KG";"AN1300";"";"";"Horizontalläufer";"Windkraft an Land";"5/26/2023";"";"";"FWE Windpark 3 Standorte K/S";"ABR973000794722";"Volleinspeisung";"SGE915374920079";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL926471941959";"EEG999462601491";"E41081010000000000000000000007527";"11/12/2001";"1300";"";"";"";"";""
"SEE978206632472";"N1071";"In Betrieb";"Wind";"1300";"1300";"9/15/1999";"9/17/2019";"Sachsen";"01900";"Großröhrsdorf";"Alte Poststraße";"";"";"";"14625200";"51,133747";"13,958005";"";"";"Kleinröhrsdorf";"69";"60";"Nordex SE";"N60/1300";"";"";"Horizontalläufer";"Windkraft an Land";"12/15/2022";"";"";"Momentum Energy Germany GmbH & Co.KG";"ABR942424506877";"Volleinspeisung";"";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL920381501463";"EEG993434829340";"E41874010000000000114000267500001";"9/15/1999";"1300";"";"";"";"";""
"SEE930537314779";"V-23041";"In Betrieb";"Wind";"2000";"2000";"2/20/2006";"9/19/2019";"Sachsen";"04552";"Borna";"";"";"Thräna";"5, 446";"14729050";"51,079269";"12,481338";"";"";"WP Borna (Thräna)";"95";"90";"Vestas Deutschland GmbH";"V-90/2.0/95m";"";"";"Horizontalläufer";"Windkraft an Land";"5/26/2023";"";"";"MIRTOS Beteiligungsgesellschaft mbH & Co.KG";"ABR963990678621";"Volleinspeisung";"SGE931978608137";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL955696968021";"EEG981490603721";"E41081010000000000000000000010043";"2/20/2006";"2000";"";"";"";"";""
"SEE988117684651";"V-23042";"In Betrieb";"Wind";"2000";"2000";"2/17/2006";"9/19/2019";"Sachsen";"04552";"Borna";"";"";"Thräna";"Flur 5: Flurstück 446";"14729050";"51,076091";"12,479012";"";"";"WP Borna (Thräna)";"95";"90";"Vestas Deutschland GmbH";"V-90/2.0/95m";"";"";"Horizontalläufer";"Windkraft an Land";"8/4/2022";"";"";"MIRTOS Beteiligungsgesellschaft mbH & Co.KG";"ABR963990678621";"Volleinspeisung";"SGE977545453632";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL955696968021";"EEG912612739837";"E41081010000000000000000000010044";"2/17/2006";"2000";"";"";"";"";""
"SEE903790668071";"WEA 1";"In Betrieb";"Wind";"2300";"2300";"12/20/2010";"9/26/2019";"Sachsen";"04539";"Groitzsch";"";"";"Schleenhain";"1 / 4";"14729170";"51,111351";"12,353611";"";"";"WP ""Am Geyersberg"" Schleenhain";"99,5";"101";"Siemens Wind Power GmbH & Co. KG";"SWT-2.3-101";"";"";"Horizontalläufer";"Windkraft an Land";"6/10/2021";"";"";"MIBRAG Neue Energie GmbH";"ABR979565341906";"Volleinspeisung";"SGE923345720634";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL948753143219";"EEG942198150627";"E41081010000000000000000000154489";"12/20/2010";"2300";"";"";"";"";""
"SEE981940362222";"WEA2";"In Betrieb";"Wind";"2300";"2300";"12/16/2010";"9/26/2019";"Sachsen";"04539";"Groitzsch";"";"";"Kleinhermsdorf";"39/6";"14729170";"51,108396";"12,354055";"";"";"WP ""Am Geyersberg"" Schleenhain";"99,5";"101";"Siemens Wind Power GmbH & Co. KG";"SWT-2.3-101";"";"";"Horizontalläufer";"Windkraft an Land";"1/27/2022";"";"";"MIBRAG Neue Energie GmbH";"ABR979565341906";"Volleinspeisung";"SGE913407047076";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL948753143219";"EEG941119017148";"E41081010000000000000000000154490";"12/16/2010";"2300";"";"";"";"";""
"SEE959786822897";"WEA 3";"In Betrieb";"Wind";"2300";"2300";"12/7/2010";"9/26/2019";"Sachsen";"04539";"Groitzsch";"";"";"Kleinhermsdorf";"39/6";"14729170";"51,105439";"12,354504";"";"";"WP ""Am Geyersberg"" Schleenhain";"99,5";"101";"Siemens Wind Power GmbH & Co. KG";"SWT-2.3-101";"";"";"Horizontalläufer";"Windkraft an Land";"1/27/2022";"";"";"MIBRAG Neue Energie GmbH";"ABR979565341906";"Volleinspeisung";"SGE920696451651";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL948753143219";"EEG917982675228";"E41081010000000000000000000154491";"12/7/2010";"2300";"";"";"";"";""
"SEE949534277147";"22984";"In Betrieb";"Wind";"2000";"2000";"12/12/2005";"10/10/2019";"Sachsen";"02979";"Spreetal";"";"";"Burg";"Flur 1: Flurstück 56";"14625570";"51,470273";"14,317439";"";"";"Elsterheide 4";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"1/6/2023";"";"";"Elsterheide 4 I/S";"ABR989827052938";"Volleinspeisung";"SGE958977980279";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL931770982268";"EEG981718135942";"E41081010000000000000000000008978";"12/12/2005";"2000";"";"";"";"";""
"SEE970079391166";"22985";"In Betrieb";"Wind";"2000";"2000";"12/15/2005";"10/10/2019";"Sachsen";"02979";"Spreetal";"";"";"Burg";"1: Flurstück 56";"14625570";"51,472558";"14,316109";"";"";"Elsterheide 3";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"1/6/2023";"";"";"Elsterheide 3 I/S";"ABR987328565216";"Volleinspeisung";"SGE999267436229";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL931770982268";"EEG994509043524";"E41081010000000000000000000008977";"12/15/2005";"2000";"";"";"";"";""
"SEE943774249575";"22986";"In Betrieb";"Wind";"2000";"2000";"12/23/2005";"10/10/2019";"Sachsen";"02979";"Spreetal";"";"";"Burg";"1: Flurstück 54";"14625570";"51,477128";"14,313492";"";"";"22986";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"1/6/2023";"";"";"Vindpark DE ApS";"ABR975360870580";"Volleinspeisung";"SGE938595934441";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL931770982268";"EEG935395545211";"E41081010000000000000000000008975";"12/23/2005";"2000";"";"";"";"";""
